Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD,Total_Social_Spending,Development_Spending,Governance_Spending,Social_Spending_%,Development_Spending_%,Governance_Spending_%,Total_Allocated,Budget_Remaining
Spain,2000,15.0,10.65,12.41,5.0,269.146,8.54,5.69,11.39,19.93,11.39,40.372,28.664,33.401,13.457,22.985,15.314,30.656,53.641,30.656,115.706,38.299,84.48499999999999,42.99005001003173,14.229823218624835,31.39002623111619,269.146,0.0
Spain,2001,15.0,10.7,12.52,5.0,282.509,8.52,5.68,11.36,19.87,11.36,42.376,30.229,35.37,14.125,24.07,16.047,32.093,56.135,32.093,121.73399999999998,40.117000000000004,88.594,43.09030862733575,14.200255567079278,31.359708894229914,282.538,-0.028999999999996362
Spain,2002,15.0,10.7,12.51,5.0,319.022,8.52,5.68,11.36,19.88,11.36,47.853,34.135,39.91,15.951,27.181,18.12,36.241,63.422,36.241,137.46699999999998,45.301,100.04499999999999,43.09013171505413,14.199961131207253,31.359906213364592,319.054,-0.031999999999982265
Spain,2003,15.0,10.88,14.02,5.0,408.583,8.27,5.51,11.02,19.29,11.02,61.288,44.454,57.283,20.429,33.79,22.513,45.026,78.816,45.026,180.553,56.303,126.743,44.19004217013434,13.780064270907012,31.020135443716452,408.62499999999994,-0.041999999999916326
Spain,2004,15.0,10.71,14.05,5.0,481.423,8.29,5.52,11.05,19.33,11.05,72.213,51.56,67.64,24.071,39.91,26.575,53.197,93.059,53.197,212.25900000000001,66.485,149.481,44.08991676758277,13.810100472972833,31.04982520569229,481.422,0.0009999999999763531
Spain,2005,15.0,10.77,14.4,5.0,519.6,8.22,5.48,10.97,19.19,10.97,77.94,55.961,74.822,25.98,42.711,28.474,57.0,99.711,57.0,230.49400000000003,71.185,160.92,44.3598922247883,13.699961508852965,30.969976905311775,519.5989999999999,0.00100000000009004
Spain,2006,15.0,10.89,14.69,5.0,567.831,8.16,5.44,10.88,19.05,10.88,85.175,61.837,83.414,28.392,46.335,30.89,61.78,108.172,61.78,253.423,77.225,175.34699999999998,44.630004349885795,13.599997182260212,30.880138632797433,567.775,0.05600000000004002
Spain,2007,15.0,10.84,14.59,5.0,664.536,8.19,5.46,10.92,19.1,10.92,99.68,72.036,96.956,33.227,54.425,36.284,72.567,126.926,72.567,295.918,90.709,205.47400000000002,44.530017937327706,13.64997532112632,30.91992006452623,664.668,-0.13200000000006185
Spain,2008,15.0,10.93,14.82,5.0,736.252,8.14,5.43,10.85,18.99,10.85,110.438,80.472,109.113,36.813,59.931,39.978,79.883,139.814,79.883,329.399,99.90899999999999,227.13400000000001,44.739980332820835,13.569946159738786,30.85003504234963,736.325,-0.07300000000009277
Spain,2009,15.0,10.62,14.79,5.0,673.464,8.19,5.46,10.92,19.1,10.92,101.02,71.522,99.605,33.673,55.157,36.771,73.542,128.632,73.542,299.759,91.928,208.235,44.51002577717592,13.650024351709963,30.919989784160695,673.464,0.0
Spain,2010,15.0,10.55,14.75,5.0,642.595,8.21,5.47,10.94,19.15,10.94,96.389,67.794,94.783,32.13,52.757,35.15,70.3,123.057,70.3,285.634,87.907,198.819,44.45008131093457,13.68000062247605,30.94001665123444,642.66,-0.06499999999994088
Spain,2011,15.0,10.27,14.6,5.0,669.406,8.27,5.51,11.03,19.3,11.03,100.411,68.748,97.733,33.47,55.36,36.884,73.835,129.195,73.835,295.676,92.244,207.71599999999998,44.16990585683427,13.77997807010992,31.02989814850778,669.471,-0.06500000000005457
Spain,2012,15.0,9.06,13.35,5.0,598.948,8.64,5.76,11.52,20.16,11.52,89.842,54.265,79.96,29.947,51.749,34.499,68.999,120.748,68.999,254.973,86.248,188.788,42.57013964484396,14.3999145167861,31.51993161342888,599.0080000000002,-0.060000000000172804
Spain,2013,15.0,9.38,13.88,5.0,612.984,8.51,5.67,11.35,19.86,11.35,91.948,57.498,85.082,30.649,52.165,34.756,69.574,121.739,69.574,264.31899999999996,86.92099999999999,192.171,43.1200488104094,14.179978596504963,31.350084178379856,612.985,-0.0009999999999763531
Spain,2014,15.0,9.49,14.09,5.0,621.11,8.46,5.64,11.28,19.75,11.28,93.167,58.943,87.514,31.056,52.546,35.031,70.061,122.669,70.061,269.126,87.577,194.28400000000002,43.32984495499991,14.100078891017692,31.280127513644928,621.048,0.06200000000001182
Spain,2015,15.0,9.73,14.77,5.0,542.774,8.33,5.55,11.1,19.43,11.1,81.416,52.812,80.168,27.139,45.213,30.124,60.248,105.461,60.248,238.44100000000003,75.337,168.803,43.93007034235244,13.87999425175119,31.100052692280766,542.8290000000001,-0.055000000000063665
Spain,2016,15.0,9.95,15.1,5.0,559.357,8.24,5.5,10.99,19.23,10.99,83.904,55.656,84.463,27.968,46.091,30.765,61.473,107.564,61.473,247.683,76.856,173.345,44.27995001403397,13.74006225004782,30.990047500969865,559.357,0.0
Spain,2017,15.0,10.18,15.28,5.0,594.789,8.18,5.45,10.91,19.09,10.91,89.218,60.55,90.884,29.739,48.654,32.416,64.892,113.545,64.892,264.979,81.07,183.84900000000002,44.550084147487595,13.630043595291774,30.909952941295156,594.79,-0.0009999999999763531
Spain,2018,15.0,10.0,15.12,5.0,644.239,8.23,5.49,10.98,19.21,10.98,96.636,64.424,97.409,32.212,53.021,35.369,70.737,123.758,70.737,285.591,88.39,199.58499999999998,44.329976918503846,13.72006351680044,30.97996240525643,644.303,-0.06399999999996453
Spain,2019,15.0,10.0,15.23,5.0,631.573,8.21,5.48,10.95,19.17,10.95,94.736,63.157,96.189,31.579,51.852,34.61,69.157,121.073,69.157,280.419,86.46199999999999,195.472,44.400093100876695,13.689945580320881,30.95002477940001,631.51,0.06299999999998818
Spain,2020,15.0,9.43,15.15,5.0,580.403,8.31,5.54,11.08,19.4,11.08,87.06,54.732,87.931,29.02,48.231,32.154,64.309,112.598,64.309,255.26100000000002,80.385,180.389,43.97995875279763,13.849859494179045,31.079956512974604,580.3439999999999,0.059000000000082764
Spain,2021,15.0,9.72,15.18,5.0,657.56,8.26,5.51,11.02,19.28,11.02,98.634,63.915,99.818,32.878,54.314,36.232,72.463,126.778,72.463,290.511,90.54599999999999,203.97499999999997,44.18015086075796,13.769998175071477,31.019982967333775,657.495,0.06499999999994088
Spain,2022,15.0,9.88,15.2,5.0,651.983,8.24,5.49,10.98,19.22,10.98,97.797,64.416,99.101,32.599,53.723,35.794,71.588,125.311,71.588,288.828,89.517,201.98399999999998,44.29992806560907,13.729959216728044,30.979948863697366,651.9169999999999,0.06600000000003092
Spain,2023,15.0,9.88,14.85,5.0,728.767,8.29,5.53,11.06,19.35,11.06,109.315,72.002,108.222,36.438,60.415,40.301,80.602,141.016,80.602,321.24,100.71600000000001,226.35500000000002,44.07993226916147,13.820054969558171,31.05999585601434,728.9129999999999,-0.14599999999984448
Spain,2024,15.0,9.88,14.85,5.0,776.552,8.29,5.53,11.06,19.35,11.06,116.483,76.723,115.318,38.828,64.376,42.943,85.887,150.263,85.887,342.304,107.319,241.198,44.079984341035754,13.819937364143032,31.060122181128886,776.7080000000001,-0.15600000000006276
Spain,2025,15.0,9.88,14.85,5.0,857.904,8.29,5.53,11.06,19.35,11.06,128.686,84.761,127.399,42.895,71.12,47.442,94.884,166.004,94.884,378.164,118.56200000000001,266.465,44.0799903019452,13.819961207780826,31.06000205151159,858.075,-0.1710000000000491
Spain,2026,15.0,9.88,14.85,5.0,887.931,8.29,5.53,11.06,19.35,11.06,133.19,87.728,131.858,44.397,73.609,49.103,98.205,171.815,98.205,391.401,122.71199999999999,275.792,44.08011433320832,13.819992769708456,31.060071109128973,888.11,-0.17899999999997362
Sweden,1946,4.0,9.8,11.8,3.71,2.623,10.6,7.07,14.14,24.74,14.14,0.105,0.257,0.309,0.097,0.278,0.185,0.371,0.649,0.371,1.215,0.463,0.573,46.32100648112848,17.65154403354937,21.845215402211203,2.6220000000000003,0.0009999999999998899
Sweden,1947,4.0,9.8,11.8,3.71,2.754,10.6,7.07,14.14,24.74,14.14,0.11,0.27,0.325,0.102,0.292,0.195,0.389,0.681,0.389,1.276,0.487,0.601,46.33260711692084,17.683369644153956,21.822803195352215,2.753,0.0009999999999998899
Sweden,1948,4.0,9.8,11.8,3.71,2.892,10.6,7.07,14.14,24.74,14.14,0.116,0.283,0.341,0.107,0.307,0.204,0.409,0.715,0.409,1.339,0.511,0.632,46.30013831258645,17.669432918395575,21.853388658367912,2.8909999999999996,0.001000000000000334
Sweden,1949,4.0,9.8,11.8,3.71,3.036,10.6,7.07,14.14,24.74,14.14,0.121,0.298,0.358,0.113,0.322,0.215,0.429,0.751,0.429,1.407,0.537,0.663,46.34387351778656,17.687747035573125,21.83794466403162,3.036,0.0
Sweden,1950,4.0,9.8,11.8,3.71,3.188,10.6,7.07,14.14,24.74,14.14,0.128,0.312,0.376,0.118,0.338,0.225,0.451,0.789,0.451,1.4769999999999999,0.5630000000000001,0.697,46.32998745294855,17.659974905897116,21.863237139272268,3.188,0.0
Sweden,1951,4.0,9.8,11.8,3.71,3.347,10.6,7.07,14.14,24.74,14.14,0.134,0.328,0.395,0.124,0.355,0.237,0.473,0.828,0.473,1.5510000000000002,0.592,0.731,46.34000597550045,17.687481326561098,21.84045413803406,3.3469999999999995,4.440892098500626e-16
Sweden,1952,4.0,9.8,11.8,3.71,3.515,10.6,7.07,14.14,24.74,14.14,0.141,0.344,0.415,0.13,0.373,0.248,0.497,0.87,0.497,1.629,0.621,0.768,46.344238975817916,17.66714082503556,21.849217638691325,3.5149999999999997,4.440892098500626e-16
Sweden,1953,4.0,9.8,11.8,3.71,3.69,10.6,7.07,14.14,24.74,14.14,0.148,0.362,0.435,0.137,0.391,0.261,0.522,0.913,0.522,1.71,0.652,0.807,46.34146341463415,17.66937669376694,21.869918699186993,3.6910000000000007,-0.001000000000000778
Sweden,1954,4.0,9.8,11.8,3.71,3.875,10.6,7.07,14.14,24.74,14.14,0.155,0.38,0.457,0.144,0.411,0.274,0.548,0.959,0.548,1.7959999999999998,0.685,0.8470000000000001,46.34838709677419,17.67741935483871,21.858064516129033,3.876,-0.0009999999999998899
Sweden,1955,4.0,9.8,11.8,3.71,4.069,10.6,7.07,14.14,24.74,14.14,0.163,0.399,0.48,0.151,0.431,0.288,0.575,1.007,0.575,1.886,0.719,0.889,46.35045465716392,17.670189235684443,21.848119931187025,4.069,0.0
Sweden,1956,4.0,9.8,11.8,3.71,4.272,10.6,7.07,14.14,24.74,14.14,0.171,0.419,0.504,0.158,0.453,0.302,0.604,1.057,0.604,1.98,0.755,0.933,46.34831460674157,17.673220973782772,21.839887640449437,4.271999999999999,8.881784197001252e-16
Sweden,1957,4.0,9.8,11.8,3.71,4.486,10.6,7.07,14.14,24.74,14.14,0.179,0.44,0.529,0.166,0.475,0.317,0.634,1.11,0.634,2.079,0.792,0.979,46.344181899242095,17.654926437806512,21.823450735621936,4.484000000000001,0.0019999999999988916
Sweden,1958,4.0,9.8,11.8,3.71,4.71,10.6,7.07,14.14,24.74,14.14,0.188,0.462,0.556,0.175,0.499,0.333,0.666,1.165,0.666,2.183,0.8320000000000001,1.0290000000000001,46.34819532908704,17.66454352441614,21.847133757961785,4.710000000000001,-8.881784197001252e-16
Sweden,1959,4.0,9.8,11.8,3.71,4.945,10.6,7.07,14.14,24.74,14.14,0.198,0.485,0.584,0.183,0.524,0.35,0.699,1.224,0.699,2.293,0.874,1.08,46.370070778564205,17.674418604651162,21.840242669362993,4.946,-0.0009999999999994458
Sweden,1960,4.0,9.8,11.8,3.71,5.193,10.6,7.07,14.14,24.74,14.14,0.208,0.509,0.613,0.193,0.55,0.367,0.734,1.285,0.734,2.407,0.917,1.135,46.35085692278067,17.658386289235512,21.856345079915272,5.1930000000000005,-8.881784197001252e-16
Sweden,1961,4.0,9.8,11.8,3.71,5.649,10.6,7.07,14.14,24.74,14.14,0.226,0.554,0.667,0.21,0.599,0.399,0.799,1.398,0.799,2.6189999999999998,0.998,1.235,46.36218799787572,17.66684368914852,21.86227650911666,5.651000000000001,-0.002000000000000668
Sweden,1962,4.0,9.8,11.8,3.71,6.126,10.6,7.07,14.14,24.74,14.14,0.245,0.6,0.723,0.227,0.649,0.433,0.866,1.516,0.866,2.839,1.082,1.338,46.34345412993797,17.662422461638915,21.841332027424095,6.125,0.001000000000000334
Sweden,1963,4.0,9.8,11.8,3.71,6.631,10.6,7.07,14.14,24.74,14.14,0.265,0.65,0.782,0.246,0.703,0.469,0.938,1.64,0.938,3.072,1.172,1.4489999999999998,46.327854019001656,17.674558890061828,21.851907706228317,6.630999999999999,8.881784197001252e-16
Sweden,1964,4.0,9.8,11.8,3.71,7.395,10.6,7.07,14.14,24.74,14.14,0.296,0.725,0.873,0.274,0.784,0.523,1.046,1.829,1.046,3.4269999999999996,1.307,1.616,46.34212305611899,17.674104124408384,21.852603110209603,7.396,-0.001000000000000334
Sweden,1965,4.0,9.8,11.8,3.71,8.138,10.6,7.07,14.14,24.74,14.14,0.326,0.797,0.96,0.302,0.863,0.575,1.151,2.013,1.151,3.77,1.438,1.7790000000000001,46.325878594249204,17.670189235684443,21.860407962644388,8.138,0.0
Sweden,1966,4.0,9.8,11.8,3.71,8.852,10.6,7.07,14.14,24.74,14.14,0.354,0.867,1.044,0.328,0.938,0.626,1.252,2.19,1.252,4.101,1.564,1.934,46.32851333032083,17.668323542702215,21.84816990510619,8.851,0.0009999999999994458
Sweden,1967,4.0,9.8,11.8,3.71,9.608,10.6,7.07,14.14,24.74,14.14,0.384,0.942,1.134,0.356,1.018,0.679,1.359,2.377,1.359,4.452999999999999,1.697,2.0989999999999998,46.346794338051616,17.662364696086595,21.846378018318063,9.607999999999999,1.7763568394002505e-15
Sweden,1968,4.0,9.8,11.8,3.71,10.196,10.6,7.07,14.14,24.74,14.14,0.408,0.999,1.203,0.378,1.081,0.721,1.442,2.522,1.442,4.724,1.802,2.2279999999999998,46.3318948607297,17.673597489211456,21.851706551588855,10.196000000000002,-1.7763568394002505e-15
Sweden,1969,4.0,9.8,11.8,3.71,11.072,10.6,7.07,14.14,24.74,14.14,0.443,1.085,1.307,0.411,1.174,0.783,1.566,2.739,1.566,5.131,1.9569999999999999,2.42,46.342124277456655,17.67521676300578,21.856936416184972,11.074,-0.002000000000000668
Sweden,1970,4.0,9.8,11.8,3.71,12.399,10.6,7.07,14.14,24.74,14.14,0.496,1.215,1.463,0.46,1.314,0.877,1.753,3.068,1.753,5.746,2.191,2.7089999999999996,46.342446971529974,17.67077990160497,21.848536172271956,12.399000000000001,-1.7763568394002505e-15
Sweden,1971,4.0,9.8,11.8,3.71,13.53,10.6,7.07,14.14,24.74,14.14,0.541,1.326,1.597,0.502,1.434,0.957,1.913,3.347,1.913,6.27,2.391,2.9560000000000004,46.34146341463414,17.671840354767184,21.84774575018478,13.53,0.0
Sweden,1972,4.0,9.8,11.8,3.71,15.935,10.6,7.07,14.14,24.74,14.14,0.637,1.562,1.88,0.591,1.689,1.127,2.253,3.942,2.253,7.384,2.816,3.481,46.33824913711955,17.67179165359272,21.844995293379352,15.934000000000001,0.0009999999999994458
Sweden,1973,4.0,9.8,11.8,3.85,19.287,10.58,7.06,14.11,24.69,14.11,0.771,1.89,2.276,0.743,2.041,1.362,2.721,4.762,2.721,8.927999999999999,3.403,4.235,46.29024731684554,17.64400891792399,21.95779540623218,19.287,0.0
Sweden,1974,4.0,9.8,11.8,3.81,22.572,10.59,7.06,14.12,24.71,14.12,0.903,2.212,2.663,0.86,2.39,1.594,3.187,5.578,3.187,10.453,3.984,4.95,46.309587099060785,17.650186071238704,21.92982456140351,22.574,-0.0020000000000024443
Sweden,1975,4.0,9.8,11.8,4.43,28.757,10.5,7.0,13.99,24.49,13.99,1.15,2.818,3.393,1.274,3.019,2.013,4.023,7.043,4.023,13.254000000000001,5.032,6.447,46.089647737942066,17.49834822825747,22.418889313906178,28.755999999999997,0.0010000000000047748
Sweden,1976,4.0,9.8,11.8,3.98,33.687,10.56,7.04,14.08,24.65,14.08,1.347,3.301,3.975,1.341,3.557,2.372,4.743,8.304,4.743,15.58,5.929,7.431,46.24929498025946,17.600261228367028,22.058954492831067,33.683,0.003999999999997783
Sweden,1977,4.0,9.8,11.8,4.31,39.703,10.51,7.01,14.02,24.53,14.02,1.588,3.891,4.685,1.711,4.173,2.783,5.566,9.739,5.566,18.315,6.9559999999999995,8.865,46.13001536407828,17.5200866433267,22.32828753494698,39.702000000000005,0.0009999999999976694
Sweden,1978,4.0,9.8,11.8,4.6,47.103,10.47,6.98,13.96,24.43,13.96,1.884,4.616,5.558,2.167,4.932,3.288,6.576,11.507,6.576,21.680999999999997,8.22,10.626999999999999,46.02891535570982,17.451117763199797,22.561195677557688,47.104,-0.0009999999999976694
Sweden,1979,4.0,9.8,11.8,4.97,58.436,10.41,6.94,13.89,24.3,13.89,2.337,5.727,6.895,2.904,6.083,4.055,8.117,14.2,8.117,26.822,10.138,13.358,45.89978780203984,17.348894517078513,22.85919638578958,58.435,0.0009999999999976694
Sweden,1980,4.0,9.8,11.8,7.17,67.71,10.08,6.72,13.45,23.53,13.45,2.708,6.636,7.99,4.855,6.825,4.55,9.107,15.932,9.107,30.558,11.375,16.67,45.13070447496678,16.79958647171762,24.619701668882,67.71000000000001,-1.4210854715202004e-14
Sweden,1981,4.0,10.14,11.8,9.93,66.848,9.62,6.41,12.83,22.45,12.83,2.674,6.778,7.888,6.638,6.431,4.285,8.577,15.007,8.577,29.673000000000002,10.716000000000001,17.889,44.38876256582097,16.030397319291527,26.760710866443272,66.855,-0.007000000000005002
Sweden,1982,4.0,8.29,11.8,10.4,60.036,9.83,6.55,13.1,22.93,13.1,2.401,4.977,7.084,6.244,5.902,3.932,7.865,13.766,7.865,25.826999999999998,9.834,16.509999999999998,43.01918848690785,16.38017189686188,27.500166566726627,60.036,0.0
Sweden,1983,4.0,8.29,11.8,15.39,57.783,9.08,6.05,12.1,21.18,12.1,2.311,4.79,6.818,8.893,5.247,3.496,6.992,12.238,6.992,23.846,8.743,18.196,41.26819306716508,15.1307477977952,31.490230690687575,57.776999999999994,0.006000000000007333
Sweden,1984,4.0,8.29,11.8,17.74,58.217,8.73,5.82,11.63,20.36,11.63,2.329,4.826,6.87,10.328,5.082,3.388,6.771,11.853,6.771,23.549,8.469999999999999,19.427999999999997,40.45038390848034,14.549014892557155,33.37169555284539,58.218,-0.0010000000000047748
Sweden,1985,4.0,8.29,11.8,19.74,62.653,8.42,5.62,11.23,19.66,11.23,2.506,5.194,7.393,12.368,5.275,3.521,7.036,12.318,7.036,24.905,8.796,21.91,39.75069031012083,14.039231960161525,34.970392479210894,62.647,0.006000000000000227
Sweden,1986,4.0,8.29,11.8,16.62,79.455,8.89,5.93,11.86,20.75,11.86,3.178,6.587,9.376,13.205,7.064,4.712,9.423,16.487,9.423,32.449999999999996,11.776,25.805999999999997,40.84072745579258,14.820967843433392,32.47876156314895,79.455,0.0
Sweden,1987,4.0,8.29,11.8,15.39,92.539,9.08,6.05,12.1,21.18,12.1,3.702,7.671,10.92,14.242,8.403,5.599,11.197,19.6,11.197,38.191,14.002,29.141,41.2701671727596,15.13091777520829,31.490506705281014,92.531,0.007999999999995566
Sweden,1988,4.0,8.29,11.8,12.19,101.127,9.56,6.37,12.74,22.3,12.74,4.045,8.383,11.933,12.327,9.668,6.442,12.884,22.551,12.884,42.867,16.11,29.256,42.38927289447922,15.930463674389628,28.929959358034946,101.11699999999999,0.010000000000005116
Sweden,1989,3.99,8.29,11.8,11.14,104.796,9.72,6.48,12.96,22.68,12.96,4.181,8.688,12.366,11.674,10.186,6.791,13.582,23.768,13.582,44.822,16.977,29.437,42.77071643955876,16.200045803274936,28.089812588266728,104.81799999999998,-0.02199999999997715
Sweden,1990,3.97,8.29,11.8,11.69,130.3,9.64,6.43,12.85,22.49,12.85,5.173,10.802,15.375,15.232,12.561,8.378,16.743,29.304,16.743,55.480999999999995,20.939,37.147999999999996,42.5794320798158,16.06983883346124,28.50959324635456,130.311,-0.01099999999999568
Sweden,1991,3.54,8.38,11.8,10.05,142.103,9.93,6.62,13.25,23.18,13.25,5.03,11.908,16.768,14.281,14.111,9.407,18.829,32.94,18.829,61.616,23.518,38.14,43.36009795711561,16.549967277256638,26.83968670612161,142.103,0.0
Sweden,1992,3.27,7.97,11.8,9.13,159.72,10.17,6.78,13.57,23.74,13.57,5.223,12.73,18.847,14.582,16.244,10.829,21.674,37.918,21.674,69.495,27.073,41.479,43.51051840721262,16.950288004007014,25.969822188830456,159.72100000000003,-0.0010000000000331966
Sweden,1993,3.29,8.11,11.8,9.97,133.213,10.02,6.68,13.37,23.39,13.37,4.383,10.804,15.719,13.281,13.348,8.899,17.811,31.158,17.811,57.681,22.247,35.475,43.299828094855606,16.70032204064168,26.63028383115762,133.214,-0.0010000000000047748
Sweden,1994,3.23,10.18,11.8,12.78,135.922,9.3,6.2,12.4,21.71,12.4,4.39,13.837,16.039,17.371,12.641,8.427,16.854,29.509,16.854,59.385000000000005,21.067999999999998,38.614999999999995,43.69049896264035,15.50006621444652,28.4096761377849,135.92200000000003,-2.842170943040401e-14
Sweden,1995,2.81,10.18,11.8,10.69,161.044,9.68,6.45,12.91,22.59,12.91,4.525,16.394,19.003,17.216,15.589,10.387,20.791,36.38,20.791,71.777,25.976,42.532000000000004,44.569807009264544,16.12975335933037,26.410173617148107,161.076,-0.031999999999982265
Sweden,1996,2.46,11.3,11.8,11.7,165.597,9.41,6.27,12.55,21.96,12.55,4.074,18.712,19.54,19.375,15.583,10.383,20.782,36.365,20.782,74.61699999999999,25.966,44.231,45.05939117254539,15.68023575306316,26.710024940065342,165.596,0.0010000000000047748
Sweden,1997,3.28,12.69,11.8,12.13,145.355,9.01,6.01,12.02,21.03,12.02,4.768,18.446,17.152,17.632,13.097,8.736,17.472,30.568,17.472,66.166,21.833,39.872,45.52027794021534,15.020467132193597,27.430772935227548,145.343,0.012000000000000455
Sweden,1998,3.35,12.69,11.8,10.6,143.573,9.23,6.16,12.31,21.55,12.31,4.81,18.219,16.942,15.219,13.252,8.844,17.674,30.94,17.674,66.101,22.096,37.702999999999996,46.03999359210994,15.390080307578721,26.26050859144825,143.574,-0.0010000000000047748
Sweden,1999,3.36,12.39,11.8,9.8,141.226,9.4,6.27,12.53,21.93,12.53,4.745,17.498,16.665,13.84,13.275,8.855,17.696,30.971,17.696,65.134,22.130000000000003,36.281000000000006,46.12040275869882,15.669919136702875,25.690028748247496,141.241,-0.01500000000001478
Sweden,2000,3.47,12.9,11.8,8.76,128.415,9.46,6.31,12.61,22.07,12.61,4.456,16.566,15.153,11.249,12.148,8.103,16.193,28.341,16.193,60.06,20.250999999999998,31.898000000000003,46.77023712183156,15.769964568002178,24.83977728458514,128.40200000000002,0.012999999999976808
Sweden,2001,3.42,12.79,12.28,7.09,113.986,9.66,6.44,12.89,22.55,12.89,3.898,14.579,13.997,8.082,11.011,7.341,14.693,25.704,14.693,54.28,18.352,26.673000000000002,47.619883143543944,16.100222834383167,23.400242134999036,113.998,-0.012000000000000455
Sweden,2002,3.1,13.12,12.56,7.65,126.953,9.54,6.36,12.71,22.25,12.71,3.936,16.656,15.945,9.712,12.111,8.074,16.136,28.247,16.136,60.848,20.185000000000002,29.784,47.92954873063259,15.899584885745119,23.460650792025394,126.95299999999999,1.4210854715202004e-14
Sweden,2003,3.0,12.83,12.78,5.32,159.423,9.91,6.61,13.21,23.12,13.21,4.783,20.454,20.374,8.481,15.799,10.538,21.06,36.859,21.06,77.68700000000001,26.337,34.324,48.73010795180119,16.52020097476525,21.530143078476755,159.40800000000002,0.014999999999986358
Sweden,2004,2.78,12.91,12.74,4.97,178.246,9.99,6.66,13.32,23.31,13.32,4.955,23.012,22.709,8.859,17.807,11.871,23.742,41.549,23.742,87.27000000000001,29.677999999999997,37.556000000000004,48.96042547939365,16.650023001918694,21.069757526115595,178.24599999999998,2.842170943040401e-14
Sweden,2005,2.74,12.73,12.83,4.76,183.664,10.04,6.69,13.39,23.43,13.39,5.032,23.38,23.564,8.742,18.44,12.287,24.593,43.032,24.593,89.976,30.727000000000004,38.367000000000004,48.98945901210907,16.730006969248194,20.889776984057846,183.66299999999998,0.0010000000000047748
Sweden,2006,2.63,12.71,12.92,4.74,191.414,10.05,6.7,13.4,23.45,13.4,5.034,24.329,24.731,9.073,19.237,12.825,25.65,44.887,25.65,93.947,32.062,39.757,49.08052702519147,16.75008097631312,20.770163101967466,191.416,-0.0020000000000095497
Sweden,2007,2.69,12.77,13.28,4.5,216.71,10.01,6.68,13.35,23.37,13.35,5.829,27.674,28.779,9.752,21.693,14.476,28.931,50.645,28.931,107.09800000000001,36.169000000000004,44.512,49.41996216141388,16.690046606063405,20.53989202159568,216.71,0.0
Sweden,2008,2.37,12.92,13.43,4.03,231.055,10.09,6.72,13.45,23.54,13.45,5.476,29.852,31.031,9.312,23.313,15.527,31.077,54.39,31.077,115.273,38.839999999999996,45.865,49.88985306528748,16.809850468503168,19.85025210447729,231.055,0.0
Sweden,2009,2.26,13.13,13.7,3.3,208.541,10.14,6.76,13.52,23.66,13.52,4.713,27.381,28.57,6.882,21.146,14.097,28.195,49.341,28.195,105.292,35.243,39.79,50.48983173572583,16.899794285056657,19.0801808757031,208.52,0.020999999999986585
Sweden,2010,2.4,13.19,13.49,2.77,231.895,10.22,6.81,13.63,23.85,13.63,5.565,30.587,31.283,6.423,23.7,15.792,31.607,55.307,31.607,117.177,39.492,43.595,50.53019685633584,17.030121391146853,18.799456650639296,231.871,0.02400000000000091
Sweden,2011,2.26,13.05,17.69,3.03,261.839,9.6,6.4,12.79,22.39,12.79,5.918,34.17,46.319,7.934,25.137,16.758,33.489,58.626,33.489,139.115,41.894999999999996,47.340999999999994,53.129976817815525,16.000290254698495,18.080194317882363,261.84000000000003,-0.0010000000000331966
Sweden,2012,2.26,15.08,17.77,2.27,256.721,9.39,6.26,12.52,21.92,12.52,5.802,38.714,45.619,5.828,24.106,16.071,32.142,56.273,32.142,140.606,40.17700000000001,43.772000000000006,54.76996428028872,15.650063687816736,17.050416600122315,256.697,0.02400000000000091
Sweden,2013,2.2,14.89,17.61,2.03,278.684,9.49,6.33,12.66,22.15,12.66,6.131,41.496,49.076,5.657,26.447,17.641,35.281,61.728,35.281,152.3,44.087999999999994,47.069,54.649710783539774,15.820068608172694,16.88973891576122,278.738,-0.053999999999973625
Sweden,2014,2.27,15.05,17.97,1.6,271.822,9.47,6.31,12.62,22.09,12.62,6.17,40.909,48.846,4.349,25.742,17.152,34.304,60.046,34.304,149.801,42.894000000000005,44.82300000000001,55.1099616660903,15.780179676405885,16.48983525983916,271.822,0.0
Sweden,2015,2.2,15.19,18.2,1.52,229.63,9.43,6.29,12.58,22.01,12.58,5.052,34.881,41.793,3.49,21.654,14.444,28.887,50.542,28.887,127.21600000000001,36.098,37.429,55.40042677350521,15.720071419239645,16.299699516613682,229.63,0.0
Sweden,2016,2.16,15.46,18.28,1.33,233.061,9.42,6.28,12.55,21.97,12.55,5.034,36.031,42.604,3.1,21.954,14.636,29.249,51.203,29.249,129.838,36.59,37.383,55.70987852965532,15.69975242533071,16.040006693526585,233.05999999999997,0.0010000000000331966
